car_id,start_time,end_time,duration_of_stop_min,location,start_coordinates,end_coordinates
35,2014-01-06 06:33:01,2014-01-06 07:05:01,32.0,Jack's Magic Bean,"[36.06753691, 24.87331077]","[36.06752333, 24.8733625]"
35,2014-01-06 07:13:31,2014-01-06 12:22:01,308.5,Gastech,"[36.04802146, 24.87956951]","[36.04802938, 24.87956542]"
35,2014-01-06 12:25:42,2014-01-06 13:49:01,83.31666666666666,Katerina's Café,"[36.05583585, 24.90254021]","[36.05579482, 24.90254612]"
35,2014-01-06 12:25:42,2014-01-06 13:49:01,83.31666666666666,Brew've Been Served,"[36.05583585, 24.90254021]","[36.05579482, 24.90254612]"
35,2014-01-06 13:52:42,2014-01-06 18:16:01,263.31666666666666,Gastech,"[36.04802686, 24.8795748]","[36.04802182, 24.87956884]"
35,2014-01-07 06:42:01,2014-01-07 06:58:01,16.0,Jack's Magic Bean,"[36.06751258, 24.87335928]","[36.06750279, 24.87334481]"
35,2014-01-07 07:04:56,2014-01-07 12:35:01,330.0833333333333,Gastech,"[36.04802238, 24.87956548]","[36.04802248, 24.87957141]"
35,2014-01-07 12:41:16,2014-01-07 13:38:01,56.75,Carly's Coffee,"[36.05971244, 24.85802119]","[36.05978441, 24.85797552]"
35,2014-01-07 13:44:16,2014-01-07 18:15:01,270.75,Gastech,"[36.04802387, 24.87957293]","[36.04803218, 24.87957672]"
35,2014-01-07 20:23:19,2014-01-07 21:23:01,59.7,Albert's Fine Clothing,"[36.07665884, 24.8576419]","[36.07662456, 24.85756905]"
35,2014-01-08 06:25:33,2014-01-08 06:46:01,20.466666666666665,Jack's Magic Bean,"[36.0675341, 24.873334]","[36.06751464, 24.87334893]"
35,2014-01-08 06:46:01,2014-01-08 06:54:01,8.0,Jack's Magic Bean,"[36.06751464, 24.87334893]","[36.06750023, 24.87332313]"
35,2014-01-08 06:58:52,2014-01-08 07:02:01,3.15,Gastech,"[36.0480265, 24.87957139]","[36.04803176, 24.87957201]"
35,2014-01-08 07:02:01,2014-01-08 12:18:01,316.0,Gastech,"[36.04803176, 24.87957201]","[36.0480231, 24.87956527]"
35,2014-01-08 12:26:17,2014-01-08 13:24:01,57.733333333333334,Roberts and Sons,"[36.06344801, 24.85102141]","[36.06343208, 24.85097328]"
35,2014-01-08 13:32:17,2014-01-08 17:50:01,257.73333333333335,Gastech,"[36.04802318, 24.87956601]","[36.04802882, 24.87956626]"
35,2014-01-08 19:48:19,2014-01-08 21:43:01,114.7,Albert's Fine Clothing,"[36.07663011, 24.85764084]","[36.07662526, 24.85761368]"
35,2014-01-09 06:38:33,2014-01-09 06:56:01,17.466666666666665,Jack's Magic Bean,"[36.06753688, 24.87331555]","[36.0675288, 24.87335683]"
35,2014-01-09 07:06:41,2014-01-09 12:42:01,335.3333333333333,Gastech,"[36.04802202, 24.87956567]","[36.04803182, 24.87957475]"
35,2014-01-09 12:50:16,2014-01-09 12:54:01,3.75,Roberts and Sons,"[36.06340184, 24.8509896]","[36.06343874, 24.85096457]"
35,2014-01-09 12:54:01,2014-01-09 13:36:01,42.0,Roberts and Sons,"[36.06343874, 24.85096457]","[36.06343446, 24.85097339]"
35,2014-01-09 13:44:17,2014-01-09 17:52:01,247.73333333333332,Gastech,"[36.04802342, 24.87957674]","[36.04803218, 24.87957675]"
35,2014-01-09 19:35:35,2014-01-09 20:42:01,66.43333333333334,Albert's Fine Clothing,"[36.07662277, 24.85758408]","[36.07662454, 24.85758617]"
35,2014-01-10 06:23:33,2014-01-10 06:40:01,16.466666666666665,Jack's Magic Bean,"[36.06752049, 24.87333388]","[36.06752657, 24.87333427]"
35,2014-01-10 06:40:01,2014-01-10 07:02:01,22.0,Jack's Magic Bean,"[36.06752657, 24.87333427]","[36.06751634, 24.87332801]"
35,2014-01-10 07:10:31,2014-01-10 12:14:01,303.5,Gastech,"[36.04803009, 24.87957617]","[36.04802859, 24.87956854]"
35,2014-01-10 12:23:27,2014-01-10 13:43:01,79.56666666666666,Albert's Fine Clothing,"[36.07669136, 24.8575872]","[36.0766736, 24.85763533]"
35,2014-01-10 13:52:27,2014-01-10 18:16:01,263.56666666666666,Gastech,"[36.04803192, 24.87957085]","[36.04803193, 24.87956832]"
35,2014-01-10 20:08:19,2014-01-10 22:24:01,135.7,Albert's Fine Clothing,"[36.07668348, 24.85757289]","[36.07662437, 24.85759272]"
35,2014-01-11 14:01:07,2014-01-11 17:24:01,202.9,Kronos Capitol,"[36.05293834, 24.84941309]","[36.05296701, 24.8493816]"
35,2014-01-12 12:49:17,2014-01-12 16:22:01,212.73333333333332,Desafio Golf Course,"[36.08954006, 24.86068035]","[36.08956106, 24.86074231]"
35,2014-01-13 06:49:01,2014-01-13 06:59:01,10.0,Jack's Magic Bean,"[36.06754614, 24.87335795]","[36.06754401, 24.87333979]"
35,2014-01-13 07:06:41,2014-01-13 12:18:01,311.3333333333333,Gastech,"[36.04802418, 24.87956992]","[36.04802622, 24.87957457]"
35,2014-01-13 12:21:42,2014-01-13 13:41:01,79.31666666666666,Katerina's Café,"[36.05584072, 24.90254185]","[36.05583686, 24.90256233]"
35,2014-01-13 12:21:42,2014-01-13 13:41:01,79.31666666666666,Brew've Been Served,"[36.05584072, 24.90254185]","[36.05583686, 24.90256233]"
35,2014-01-13 13:44:42,2014-01-13 17:54:01,249.31666666666666,Gastech,"[36.04802392, 24.87956921]","[36.04802593, 24.87957167]"
35,2014-01-13 19:42:18,2014-01-13 19:51:01,8.716666666666667,Albert's Fine Clothing,"[36.07663795, 24.85764075]","[36.07666746, 24.85757511]"
35,2014-01-13 19:51:01,2014-01-13 20:36:01,45.0,Albert's Fine Clothing,"[36.07666746, 24.85757511]","[36.07669622, 24.85763914]"
35,2014-01-14 07:00:01,2014-01-14 07:09:01,9.0,Jack's Magic Bean,"[36.06752048, 24.87336043]","[36.06752838, 24.87333177]"
35,2014-01-14 07:17:31,2014-01-14 12:37:01,319.5,Gastech,"[36.04803176, 24.87957007]","[36.04802308, 24.87956859]"
35,2014-01-14 12:43:16,2014-01-14 13:36:01,52.75,Carly's Coffee,"[36.05979719, 24.85804503]","[36.05979024, 24.85804926]"
35,2014-01-14 13:42:16,2014-01-14 18:01:01,258.75,Gastech,"[36.04802502, 24.87957664]","[36.04802196, 24.87957262]"
35,2014-01-14 19:12:19,2014-01-14 20:26:01,73.7,Albert's Fine Clothing,"[36.07669067, 24.85758525]","[36.07668703, 24.85764247]"
35,2014-01-15 06:26:33,2014-01-15 06:41:01,14.466666666666667,Jack's Magic Bean,"[36.06753714, 24.87331587]","[36.06754571, 24.87334014]"
35,2014-01-15 06:41:01,2014-01-15 07:10:01,29.0,Jack's Magic Bean,"[36.06754571, 24.87334014]","[36.06753066, 24.87332984]"
35,2014-01-15 07:18:31,2014-01-15 12:31:01,312.5,Gastech,"[36.04802856, 24.87956509]","[36.04802297, 24.87956852]"
35,2014-01-15 12:37:15,2014-01-15 12:41:50,4.583333333333333,Carly's Coffee,"[36.0597132, 24.8579749]","[36.05976736, 24.85798227]"
35,2014-01-15 12:41:50,2014-01-15 13:41:01,59.18333333333333,Carly's Coffee,"[36.05976736, 24.85798227]","[36.05979969, 24.85801917]"
35,2014-01-15 13:47:16,2014-01-15 17:58:01,250.75,Gastech,"[36.04803031, 24.87956684]","[36.04802178, 24.87956641]"
35,2014-01-15 19:45:22,2014-01-15 21:58:01,132.65,General Grocer,"[36.06042171, 24.85657507]","[36.06040922, 24.85650291]"
35,2014-01-16 07:04:28,2014-01-16 07:15:01,10.55,Jack's Magic Bean,"[36.06750191, 24.87333687]","[36.0675268, 24.87336176]"
35,2014-01-16 07:23:31,2014-01-16 12:40:01,316.5,Gastech,"[36.04803054, 24.87957631]","[36.04802166, 24.87957068]"
35,2014-01-16 12:46:16,2014-01-16 13:37:01,50.75,Carly's Coffee,"[36.0597928, 24.85808098]","[36.05973085, 24.85804429]"
35,2014-01-16 13:43:16,2014-01-16 17:58:01,254.75,Gastech,"[36.04802146, 24.87957407]","[36.04803107, 24.87957661]"
35,2014-01-16 19:13:19,2014-01-16 20:53:01,99.7,Albert's Fine Clothing,"[36.07666204, 24.85756613]","[36.07665566, 24.85759265]"
35,2014-01-17 07:00:01,2014-01-17 12:29:01,329.0,Gastech,"[36.04802903, 24.87957442]","[36.04803198, 24.8795697]"
35,2014-01-17 13:48:26,2014-01-17 18:14:01,265.5833333333333,Gastech,"[36.04802901, 24.87956549]","[36.0480244, 24.87957686]"
35,2014-01-17 19:26:19,2014-01-17 21:37:01,130.7,Albert's Fine Clothing,"[36.07665079, 24.85757351]","[36.07664293, 24.85756446]"
35,2014-01-18 13:40:54,2014-01-18 16:00:01,139.11666666666667,Katerina's Café,"[36.0549525, 24.90185865]","[36.05498718, 24.90176863]"
35,2014-01-18 13:40:54,2014-01-18 16:00:01,139.11666666666667,Brew've Been Served,"[36.0549525, 24.90185865]","[36.05498718, 24.90176863]"
35,2014-01-18 18:25:19,2014-01-18 19:41:01,75.7,Albert's Fine Clothing,"[36.07666135, 24.85763268]","[36.0766775, 24.8575766]"
35,2014-01-19 12:41:17,2014-01-19 16:02:01,200.73333333333332,Desafio Golf Course,"[36.08954785, 24.8607627]","[36.08958636, 24.86069589]"
35,2014-01-19 18:46:19,2014-01-19 20:04:01,77.7,Albert's Fine Clothing,"[36.07666477, 24.85757366]","[36.07663134, 24.85761901]"
4,2014-01-06 07:28:19,2014-01-06 12:34:01,305.7,Gastech,"[36.04802162, 24.87957574]","[36.04802486, 24.87957238]"
4,2014-01-06 12:42:16,2014-01-06 13:00:01,17.75,Roberts and Sons,"[36.06338067, 24.85103902]","[36.06346403, 24.85097294]"
4,2014-01-06 13:00:01,2014-01-06 13:29:01,29.0,Roberts and Sons,"[36.06346403, 24.85097294]","[36.0634518, 24.85098404]"
4,2014-01-06 13:37:17,2014-01-06 18:20:01,282.73333333333335,Gastech,"[36.04802499, 24.87957132]","[36.04802507, 24.87956814]"
4,2014-01-06 19:57:13,2014-01-06 20:52:01,54.8,Albert's Fine Clothing,"[36.07669725, 24.85763488]","[36.07664973, 24.85757695]"
4,2014-01-07 07:20:19,2014-01-07 12:09:01,288.7,Gastech,"[36.04802759, 24.87956578]","[36.04803025, 24.87956684]"
4,2014-01-07 12:17:17,2014-01-07 13:39:01,81.73333333333333,Roberts and Sons,"[36.06342812, 24.85100917]","[36.06345477, 24.85099437]"
4,2014-01-07 13:47:17,2014-01-07 18:22:01,274.73333333333335,Gastech,"[36.04802877, 24.87957285]","[36.04803093, 24.87957494]"
4,2014-01-07 19:33:13,2014-01-07 21:25:01,111.8,Albert's Fine Clothing,"[36.07663695, 24.85758225]","[36.07667324, 24.85757134]"
4,2014-01-08 07:19:19,2014-01-08 12:32:01,312.7,Gastech,"[36.0480222, 24.87957056]","[36.04802116, 24.87956831]"
4,2014-01-08 12:34:05,2014-01-08 13:34:01,59.93333333333333,Ouzeri Elian,"[36.05196143, 24.87079978]","[36.05197096, 24.87077127]"
4,2014-01-08 13:36:05,2014-01-08 18:05:01,268.93333333333334,Gastech,"[36.04803067, 24.87957153]","[36.04802175, 24.87956827]"
4,2014-01-08 19:18:01,2014-01-08 21:02:01,104.0,Albert's Fine Clothing,"[36.07669721, 24.85756815]","[36.07669045, 24.85763266]"
4,2014-01-09 07:29:01,2014-01-09 12:28:01,299.0,Gastech,"[36.04803119, 24.87957571]","[36.04803182, 24.87957022]"
4,2014-01-09 12:30:05,2014-01-09 13:22:01,51.93333333333333,Ouzeri Elian,"[36.05196879, 24.87077645]","[36.05194085, 24.87079982]"
4,2014-01-09 13:24:05,2014-01-09 17:58:01,273.93333333333334,Gastech,"[36.04802448, 24.8795687]","[36.04803045, 24.87957005]"
4,2014-01-09 19:59:24,2014-01-09 21:40:01,100.61666666666666,Kronos Mart,"[36.06587262, 24.8498314]","[36.06583172, 24.84981328]"
4,2014-01-10 07:44:19,2014-01-10 12:24:01,279.7,Gastech,"[36.04802487, 24.87957563]","[36.04802452, 24.87957678]"
4,2014-01-10 13:37:23,2014-01-10 18:02:01,264.6333333333333,Gastech,"[36.04803272, 24.87956585]","[36.04802939, 24.8795666]"
4,2014-01-10 19:44:12,2014-01-10 19:48:01,3.816666666666667,Albert's Fine Clothing,"[36.07663919, 24.85761561]","[36.07662702, 24.85758499]"
4,2014-01-10 19:48:01,2014-01-10 20:11:01,23.0,Albert's Fine Clothing,"[36.07662702, 24.85758499]","[36.07663663, 24.85763723]"
4,2014-01-11 13:01:13,2014-01-11 13:48:01,46.8,Albert's Fine Clothing,"[36.07665079, 24.85756851]","[36.07668605, 24.85761407]"
4,2014-01-11 13:59:48,2014-01-11 16:11:01,131.21666666666667,Katerina's Café,"[36.05498739, 24.90176618]","[36.05492736, 24.90179209]"
4,2014-01-11 13:59:48,2014-01-11 16:11:01,131.21666666666667,Brew've Been Served,"[36.05498739, 24.90176618]","[36.05492736, 24.90179209]"
4,2014-01-11 18:28:13,2014-01-11 19:27:01,58.8,Albert's Fine Clothing,"[36.07667301, 24.8576174]","[36.07662056, 24.85758889]"
4,2014-01-12 18:43:13,2014-01-12 20:46:01,122.8,Albert's Fine Clothing,"[36.07668417, 24.85760168]","[36.07664726, 24.85762614]"
4,2014-01-13 07:25:19,2014-01-13 12:20:01,294.7,Gastech,"[36.04802691, 24.87957256]","[36.04802508, 24.87957221]"
4,2014-01-13 12:28:17,2014-01-13 13:38:01,69.73333333333333,Roberts and Sons,"[36.06345298, 24.85096909]","[36.06348589, 24.85102462]"
4,2014-01-13 13:46:17,2014-01-13 18:04:01,257.73333333333335,Gastech,"[36.04803264, 24.87956672]","[36.04802107, 24.87957326]"
4,2014-01-13 19:31:35,2014-01-13 20:36:01,64.43333333333334,Coffee Shack,"[36.07528939, 24.85630786]","[36.07526869, 24.85628242]"
4,2014-01-14 07:30:19,2014-01-14 12:09:01,278.7,Gastech,"[36.04802733, 24.8795655]","[36.04802504, 24.87957479]"
4,2014-01-14 12:18:27,2014-01-14 13:26:01,67.56666666666666,Albert's Fine Clothing,"[36.07667263, 24.85756973]","[36.07669256, 24.85757366]"
4,2014-01-14 13:35:27,2014-01-14 17:59:01,263.56666666666666,Gastech,"[36.04802653, 24.8795696]","[36.0480246, 24.87957344]"
4,2014-01-15 07:23:19,2014-01-15 12:11:01,287.7,Gastech,"[36.04802409, 24.87956634]","[36.0480235, 24.87956757]"
4,2014-01-15 12:19:17,2014-01-15 13:31:01,71.73333333333333,Roberts and Sons,"[36.06346107, 24.85098902]","[36.06344228, 24.85102219]"
4,2014-01-15 13:39:17,2014-01-15 18:06:01,266.73333333333335,Gastech,"[36.04802865, 24.87956633]","[36.04802888, 24.87956513]"
4,2014-01-15 19:20:13,2014-01-15 20:20:01,59.8,Albert's Fine Clothing,"[36.07668699, 24.85763539]","[36.07662898, 24.85758898]"
4,2014-01-16 07:25:19,2014-01-16 12:18:01,292.7,Gastech,"[36.04802737, 24.87957303]","[36.04803007, 24.87957321]"
4,2014-01-16 12:21:23,2014-01-16 13:24:47,63.4,Katerina's Café,"[36.05448813, 24.89995437]","[36.0544688, 24.89994352]"
4,2014-01-16 12:21:23,2014-01-16 13:24:47,63.4,Brew've Been Served,"[36.05448813, 24.89995437]","[36.0544688, 24.89994352]"
4,2014-01-16 13:28:09,2014-01-16 18:21:01,292.8666666666667,Gastech,"[36.0480291, 24.87956651]","[36.04802842, 24.87957434]"
4,2014-01-16 19:43:13,2014-01-16 21:14:01,90.8,Albert's Fine Clothing,"[36.07665515, 24.85757651]","[36.076639, 24.8575716]"
4,2014-01-17 07:44:19,2014-01-17 12:19:01,274.7,Gastech,"[36.04802568, 24.87956773]","[36.04802991, 24.87956687]"
4,2014-01-17 12:22:42,2014-01-17 13:22:01,59.31666666666667,Katerina's Café,"[36.05579078, 24.90257075]","[36.05573546, 24.90253498]"
4,2014-01-17 12:22:42,2014-01-17 13:22:01,59.31666666666667,Brew've Been Served,"[36.05579078, 24.90257075]","[36.05573546, 24.90253498]"
4,2014-01-17 13:25:42,2014-01-17 18:04:01,278.31666666666666,Gastech,"[36.04803084, 24.87956714]","[36.04803028, 24.87957035]"
4,2014-01-17 19:12:13,2014-01-17 20:55:01,102.8,Albert's Fine Clothing,"[36.07664989, 24.85761169]","[36.07666252, 24.85760914]"
4,2014-01-18 12:49:32,2014-01-18 14:04:01,74.48333333333333,Katerina's Café,"[36.05449726, 24.89994758]","[36.05452982, 24.89993895]"
4,2014-01-18 12:49:32,2014-01-18 14:04:01,74.48333333333333,Brew've Been Served,"[36.05449726, 24.89994758]","[36.05452982, 24.89993895]"
4,2014-01-18 18:31:57,2014-01-18 19:49:01,77.06666666666666,Roberts and Sons,"[36.06324839, 24.85229027]","[36.0632684, 24.8523291]"
4,2014-01-19 12:36:05,2014-01-19 16:01:01,204.93333333333334,Desafio Golf Course,"[36.08960022, 24.86066592]","[36.08954976, 24.86066508]"
19,2014-01-06 06:57:01,2014-01-06 07:40:01,43.0,Bean There Done That,"[36.08172261, 24.85087373]","[36.08179819, 24.85096166]"
19,2014-01-06 08:00:11,2014-01-06 11:56:01,235.83333333333334,Gastech,"[36.04802127, 24.8795721]","[36.04802292, 24.87956539]"
