car_id,start_time,end_time,duration_of_stop_min,location_name,start_coordinates,end_coordinates
35,2014-01-06 06:33:01,2014-01-06 07:05:01,32.0,Jack's Magic Bean,"[36.06753691, 24.87331077]","[36.06752333, 24.8733625]"
35,2014-01-06 07:13:31,2014-01-06 12:22:01,308.5,GAStech,"[36.04802146, 24.87956951]","[36.04802938, 24.87956542]"
35,2014-01-06 12:25:42,2014-01-06 13:49:01,83.31666666666666,Katerina's Café,"[36.05583585, 24.90254021]","[36.05579482, 24.90254612]"
35,2014-01-06 13:52:42,2014-01-06 18:16:01,263.31666666666666,GAStech,"[36.04802686, 24.8795748]","[36.04802182, 24.87956884]"
35,2014-01-06 18:23:24,2014-01-07 06:37:01,733.6166666666667,Ahaggo Museum,"[36.07623001, 24.87466735]","[36.07624511, 24.87469672]"
35,2014-01-07 06:42:01,2014-01-07 06:58:01,16.0,Jack's Magic Bean,"[36.06751258, 24.87335928]","[36.06750279, 24.87334481]"
35,2014-01-07 07:04:56,2014-01-07 12:35:01,330.0833333333333,GAStech,"[36.04802238, 24.87956548]","[36.04802248, 24.87957141]"
35,2014-01-07 12:41:16,2014-01-07 13:38:01,56.75,General Grocer,"[36.05971244, 24.85802119]","[36.05978441, 24.85797552]"
35,2014-01-07 13:44:16,2014-01-07 18:15:01,270.75,GAStech,"[36.04802387, 24.87957293]","[36.04803218, 24.87957672]"
35,2014-01-07 18:22:24,2014-01-07 20:20:01,117.61666666666666,Ahaggo Museum,"[36.07624339, 24.87466606]","[36.07623857, 24.87467962]"
35,2014-01-07 20:23:19,2014-01-07 21:23:01,59.7,Albert's Fine Clothing,"[36.07665884, 24.8576419]","[36.07662456, 24.85756905]"
35,2014-01-07 21:26:19,2014-01-08 06:23:01,536.7,Ahaggo Museum,"[36.07622588, 24.87469229]","[36.07624895, 24.87467705]"
35,2014-01-08 06:25:33,2014-01-08 06:46:01,20.466666666666665,Jack's Magic Bean,"[36.0675341, 24.873334]","[36.06751464, 24.87334893]"
35,2014-01-08 06:46:01,2014-01-08 06:54:01,8.0,Jack's Magic Bean,"[36.06751464, 24.87334893]","[36.06750023, 24.87332313]"
35,2014-01-08 06:58:52,2014-01-08 07:02:01,3.15,GAStech,"[36.0480265, 24.87957139]","[36.04803176, 24.87957201]"
35,2014-01-08 07:02:01,2014-01-08 12:18:01,316.0,GAStech,"[36.04803176, 24.87957201]","[36.0480231, 24.87956527]"
35,2014-01-08 12:26:17,2014-01-08 13:24:01,57.733333333333334,Roberts and Sons,"[36.06344801, 24.85102141]","[36.06343208, 24.85097328]"
35,2014-01-08 13:32:17,2014-01-08 17:50:01,257.73333333333335,GAStech,"[36.04802318, 24.87956601]","[36.04802882, 24.87956626]"
35,2014-01-08 17:57:21,2014-01-08 18:05:01,7.666666666666667,Ahaggo Museum,"[36.0762167, 24.87453535]","[36.07624733, 24.87467093]"
35,2014-01-08 18:05:01,2014-01-08 19:45:01,100.0,Ahaggo Museum,"[36.07624733, 24.87467093]","[36.07626065, 24.87469947]"
35,2014-01-08 19:48:19,2014-01-08 21:43:01,114.7,Albert's Fine Clothing,"[36.07663011, 24.85764084]","[36.07662526, 24.85761368]"
35,2014-01-08 21:46:18,2014-01-08 23:00:01,73.71666666666667,Ahaggo Museum,"[36.07625635, 24.87464781]","[36.07622525, 24.87466571]"
35,2014-01-08 23:00:01,2014-01-09 06:36:01,456.0,Ahaggo Museum,"[36.07622525, 24.87466571]","[36.07623062, 24.87471053]"
35,2014-01-09 06:38:33,2014-01-09 06:56:01,17.466666666666665,Jack's Magic Bean,"[36.06753688, 24.87331555]","[36.0675288, 24.87335683]"
35,2014-01-09 07:06:41,2014-01-09 12:42:01,335.3333333333333,GAStech,"[36.04802202, 24.87956567]","[36.04803182, 24.87957475]"
35,2014-01-09 12:50:16,2014-01-09 12:54:01,3.75,Roberts and Sons,"[36.06340184, 24.8509896]","[36.06343874, 24.85096457]"
35,2014-01-09 12:54:01,2014-01-09 13:36:01,42.0,Roberts and Sons,"[36.06343874, 24.85096457]","[36.06343446, 24.85097339]"
35,2014-01-09 13:44:17,2014-01-09 17:52:01,247.73333333333332,GAStech,"[36.04802342, 24.87957674]","[36.04803218, 24.87957675]"
35,2014-01-09 17:59:24,2014-01-09 19:31:01,91.61666666666666,Ahaggo Museum,"[36.07625557, 24.87467016]","[36.07625828, 24.87467942]"
35,2014-01-09 19:35:35,2014-01-09 20:42:01,66.43333333333334,Albert's Fine Clothing,"[36.07662277, 24.85758408]","[36.07662454, 24.85758617]"
35,2014-01-09 20:48:01,2014-01-10 06:21:01,573.0,Ahaggo Museum,"[36.07625512, 24.87471058]","[36.07622365, 24.8746854]"
35,2014-01-10 06:23:33,2014-01-10 06:40:01,16.466666666666665,Jack's Magic Bean,"[36.06752049, 24.87333388]","[36.06752657, 24.87333427]"
35,2014-01-10 06:40:01,2014-01-10 07:02:01,22.0,Jack's Magic Bean,"[36.06752657, 24.87333427]","[36.06751634, 24.87332801]"
35,2014-01-10 07:10:31,2014-01-10 12:14:01,303.5,GAStech,"[36.04803009, 24.87957617]","[36.04802859, 24.87956854]"
35,2014-01-10 12:23:27,2014-01-10 13:43:01,79.56666666666666,Albert's Fine Clothing,"[36.07669136, 24.8575872]","[36.0766736, 24.85763533]"
35,2014-01-10 13:52:27,2014-01-10 18:16:01,263.56666666666666,GAStech,"[36.04803192, 24.87957085]","[36.04803193, 24.87956832]"
35,2014-01-10 18:23:20,2014-01-10 18:29:01,5.683333333333334,Ahaggo Museum,"[36.07622733, 24.87447116]","[36.07626399, 24.87471058]"
35,2014-01-10 18:29:01,2014-01-10 20:05:01,96.0,Ahaggo Museum,"[36.07626399, 24.87471058]","[36.07624031, 24.87469355]"
35,2014-01-10 20:08:19,2014-01-10 22:24:01,135.7,Albert's Fine Clothing,"[36.07668348, 24.85757289]","[36.07662437, 24.85759272]"
35,2014-01-10 22:27:19,2014-01-11 13:52:01,924.7,Ahaggo Museum,"[36.07624644, 24.8747067]","[36.07622627, 24.87469046]"
35,2014-01-11 14:01:07,2014-01-11 17:24:01,202.9,Kronos Capitol,"[36.05293834, 24.84941309]","[36.05296701, 24.8493816]"
35,2014-01-11 17:33:05,2014-01-11 18:01:01,27.933333333333334,Ahaggo Museum,"[36.07623948, 24.87463719]","[36.07622883, 24.87470368]"
35,2014-01-11 18:01:01,2014-01-12 12:45:01,1124.0,Ahaggo Museum,"[36.07622883, 24.87470368]","[36.07626368, 24.87467835]"
35,2014-01-12 16:26:16,2014-01-12 17:57:01,90.75,Ahaggo Museum,"[36.07627451, 24.87468902]","[36.07622126, 24.87466599]"
35,2014-01-12 17:57:01,2014-01-13 06:46:01,769.0,Ahaggo Museum,"[36.07622126, 24.87466599]","[36.07626366, 24.87466486]"
35,2014-01-13 06:49:01,2014-01-13 06:59:01,10.0,Jack's Magic Bean,"[36.06754614, 24.87335795]","[36.06754401, 24.87333979]"
35,2014-01-13 07:06:41,2014-01-13 12:18:01,311.3333333333333,GAStech,"[36.04802418, 24.87956992]","[36.04802622, 24.87957457]"
35,2014-01-13 12:21:42,2014-01-13 13:41:01,79.31666666666666,Katerina's Café,"[36.05584072, 24.90254185]","[36.05583686, 24.90256233]"
35,2014-01-13 13:44:42,2014-01-13 17:54:01,249.31666666666666,GAStech,"[36.04802392, 24.87956921]","[36.04802593, 24.87957167]"
35,2014-01-13 18:01:24,2014-01-13 19:39:01,97.61666666666666,Ahaggo Museum,"[36.07623465, 24.87469015]","[36.07625024, 24.87467424]"
35,2014-01-13 19:42:18,2014-01-13 19:51:01,8.716666666666667,Albert's Fine Clothing,"[36.07663795, 24.85764075]","[36.07666746, 24.85757511]"
35,2014-01-13 19:51:01,2014-01-13 20:36:01,45.0,Albert's Fine Clothing,"[36.07666746, 24.85757511]","[36.07669622, 24.85763914]"
35,2014-01-13 20:39:19,2014-01-14 06:38:01,598.7,Ahaggo Museum,"[36.07623099, 24.87470682]","[36.07622023, 24.87470785]"
35,2014-01-14 06:40:32,2014-01-14 07:00:01,19.483333333333334,Jack's Magic Bean,"[36.06753237, 24.87328524]","[36.06752048, 24.87336043]"
35,2014-01-14 07:00:01,2014-01-14 07:09:01,9.0,Jack's Magic Bean,"[36.06752048, 24.87336043]","[36.06752838, 24.87333177]"
35,2014-01-14 07:17:31,2014-01-14 12:37:01,319.5,GAStech,"[36.04803176, 24.87957007]","[36.04802308, 24.87956859]"
35,2014-01-14 12:43:16,2014-01-14 13:36:01,52.75,General Grocer,"[36.05979719, 24.85804503]","[36.05979024, 24.85804926]"
35,2014-01-14 13:42:16,2014-01-14 18:01:01,258.75,GAStech,"[36.04802502, 24.87957664]","[36.04802196, 24.87957262]"
35,2014-01-14 18:11:01,2014-01-14 19:09:01,58.0,Ahaggo Museum,"[36.07625488, 24.87469097]","[36.07623858, 24.87471006]"
35,2014-01-14 19:12:19,2014-01-14 20:26:01,73.7,Albert's Fine Clothing,"[36.07669067, 24.85758525]","[36.07668703, 24.85764247]"
35,2014-01-14 20:30:01,2014-01-15 06:24:01,594.0,Ahaggo Museum,"[36.07625415, 24.87469876]","[36.07626342, 24.87467214]"
35,2014-01-15 06:26:33,2014-01-15 06:41:01,14.466666666666667,Jack's Magic Bean,"[36.06753714, 24.87331587]","[36.06754571, 24.87334014]"
35,2014-01-15 06:41:01,2014-01-15 07:10:01,29.0,Jack's Magic Bean,"[36.06754571, 24.87334014]","[36.06753066, 24.87332984]"
35,2014-01-15 07:18:31,2014-01-15 12:31:01,312.5,GAStech,"[36.04802856, 24.87956509]","[36.04802297, 24.87956852]"
35,2014-01-15 12:37:15,2014-01-15 12:41:50,4.583333333333333,General Grocer,"[36.0597132, 24.8579749]","[36.05976736, 24.85798227]"
35,2014-01-15 12:41:50,2014-01-15 13:41:01,59.18333333333333,General Grocer,"[36.05976736, 24.85798227]","[36.05979969, 24.85801917]"
35,2014-01-15 13:47:16,2014-01-15 17:58:01,250.75,GAStech,"[36.04803031, 24.87956684]","[36.04802178, 24.87956641]"
35,2014-01-15 18:05:24,2014-01-15 19:39:01,93.61666666666666,Ahaggo Museum,"[36.07623263, 24.87468173]","[36.07623002, 24.8747076]"
35,2014-01-15 19:45:22,2014-01-15 21:58:01,132.65,General Grocer,"[36.06042171, 24.85657507]","[36.06040922, 24.85650291]"
35,2014-01-15 22:04:21,2014-01-15 22:33:01,28.666666666666668,Ahaggo Museum,"[36.07623457, 24.87467712]","[36.07623249, 24.87467735]"
35,2014-01-15 22:33:01,2014-01-16 07:00:01,507.0,Ahaggo Museum,"[36.07623249, 24.87467735]","[36.07623696, 24.87467243]"
35,2014-01-16 07:04:28,2014-01-16 07:15:01,10.55,Jack's Magic Bean,"[36.06750191, 24.87333687]","[36.0675268, 24.87336176]"
35,2014-01-16 07:23:31,2014-01-16 12:40:01,316.5,GAStech,"[36.04803054, 24.87957631]","[36.04802166, 24.87957068]"
35,2014-01-16 12:46:16,2014-01-16 13:37:01,50.75,General Grocer,"[36.0597928, 24.85808098]","[36.05973085, 24.85804429]"
35,2014-01-16 13:43:16,2014-01-16 17:58:01,254.75,GAStech,"[36.04802146, 24.87957407]","[36.04803107, 24.87957661]"
35,2014-01-16 18:05:24,2014-01-16 19:10:01,64.61666666666666,Ahaggo Museum,"[36.0762624, 24.87466645]","[36.07626546, 24.87467297]"
35,2014-01-16 19:13:19,2014-01-16 20:53:01,99.7,Albert's Fine Clothing,"[36.07666204, 24.85756613]","[36.07665566, 24.85759265]"
35,2014-01-16 20:56:19,2014-01-17 06:13:01,556.7,Ahaggo Museum,"[36.07622207, 24.87468144]","[36.0762563, 24.87467308]"
35,2014-01-17 06:15:32,2014-01-17 06:53:01,37.483333333333334,Jack's Magic Bean,"[36.06755471, 24.87332202]","[36.06751231, 24.87330651]"
35,2014-01-17 07:00:01,2014-01-17 12:29:01,329.0,GAStech,"[36.04802903, 24.87957442]","[36.04803198, 24.8795697]"
35,2014-01-17 13:48:26,2014-01-17 18:14:01,265.5833333333333,GAStech,"[36.04802901, 24.87956549]","[36.0480244, 24.87957686]"
35,2014-01-17 18:23:01,2014-01-17 19:23:01,60.0,Ahaggo Museum,"[36.07622957, 24.87466834]","[36.07625067, 24.8746735]"
35,2014-01-17 19:26:19,2014-01-17 21:37:01,130.7,Albert's Fine Clothing,"[36.07665079, 24.85757351]","[36.07664293, 24.85756446]"
35,2014-01-17 21:40:18,2014-01-17 21:59:01,18.716666666666665,Ahaggo Museum,"[36.07624005, 24.87463794]","[36.07624482, 24.87469598]"
35,2014-01-17 21:59:01,2014-01-18 13:05:01,906.0,Ahaggo Museum,"[36.07624482, 24.87469598]","[36.07624864, 24.87470426]"
35,2014-01-18 13:40:54,2014-01-18 16:00:01,139.11666666666667,Katerina's Café,"[36.0549525, 24.90185865]","[36.05498718, 24.90176863]"
35,2014-01-18 16:08:17,2014-01-18 18:00:01,111.73333333333333,Ahaggo Museum,"[36.0762212, 24.87470284]","[36.07622751, 24.87468705]"
35,2014-01-18 18:00:01,2014-01-18 18:22:01,22.0,Ahaggo Museum,"[36.07622751, 24.87468705]","[36.07622418, 24.87469007]"
35,2014-01-18 18:25:19,2014-01-18 19:41:01,75.7,Albert's Fine Clothing,"[36.07666135, 24.85763268]","[36.0766775, 24.8575766]"
35,2014-01-18 19:44:19,2014-01-19 12:37:01,1012.7,Ahaggo Museum,"[36.07626154, 24.87468089]","[36.07623908, 24.8746887]"
35,2014-01-19 16:06:17,2014-01-19 18:43:01,156.73333333333332,Ahaggo Museum,"[36.07626225, 24.87466744]","[36.07625533, 24.87470172]"
35,2014-01-19 18:46:19,2014-01-19 20:04:01,77.7,Albert's Fine Clothing,"[36.07666477, 24.85757366]","[36.07663134, 24.85761901]"
4,2014-01-06 07:28:19,2014-01-06 12:34:01,305.7,GAStech,"[36.04802162, 24.87957574]","[36.04802486, 24.87957238]"
4,2014-01-06 12:42:16,2014-01-06 13:00:01,17.75,Roberts and Sons,"[36.06338067, 24.85103902]","[36.06346403, 24.85097294]"
4,2014-01-06 13:00:01,2014-01-06 13:29:01,29.0,Roberts and Sons,"[36.06346403, 24.85097294]","[36.0634518, 24.85098404]"
4,2014-01-06 13:37:17,2014-01-06 18:20:01,282.73333333333335,GAStech,"[36.04802499, 24.87957132]","[36.04802507, 24.87956814]"
4,2014-01-06 19:57:13,2014-01-06 20:52:01,54.8,Albert's Fine Clothing,"[36.07669725, 24.85763488]","[36.07664973, 24.85757695]"
4,2014-01-07 07:20:19,2014-01-07 12:09:01,288.7,GAStech,"[36.04802759, 24.87956578]","[36.04803025, 24.87956684]"
4,2014-01-07 12:17:17,2014-01-07 13:39:01,81.73333333333333,Roberts and Sons,"[36.06342812, 24.85100917]","[36.06345477, 24.85099437]"
4,2014-01-07 13:47:17,2014-01-07 18:22:01,274.73333333333335,GAStech,"[36.04802877, 24.87957285]","[36.04803093, 24.87957494]"
4,2014-01-07 19:33:13,2014-01-07 21:25:01,111.8,Albert's Fine Clothing,"[36.07663695, 24.85758225]","[36.07667324, 24.85757134]"
4,2014-01-08 07:19:19,2014-01-08 12:32:01,312.7,GAStech,"[36.0480222, 24.87957056]","[36.04802116, 24.87956831]"
4,2014-01-08 13:36:05,2014-01-08 18:05:01,268.93333333333334,GAStech,"[36.04803067, 24.87957153]","[36.04802175, 24.87956827]"
4,2014-01-08 19:18:01,2014-01-08 21:02:01,104.0,Albert's Fine Clothing,"[36.07669721, 24.85756815]","[36.07669045, 24.85763266]"
4,2014-01-09 07:29:01,2014-01-09 12:28:01,299.0,GAStech,"[36.04803119, 24.87957571]","[36.04803182, 24.87957022]"
4,2014-01-09 13:24:05,2014-01-09 17:58:01,273.93333333333334,GAStech,"[36.04802448, 24.8795687]","[36.04803045, 24.87957005]"
4,2014-01-09 19:59:24,2014-01-09 21:40:01,100.61666666666666,Kronos Mart,"[36.06587262, 24.8498314]","[36.06583172, 24.84981328]"
4,2014-01-10 07:44:19,2014-01-10 12:24:01,279.7,GAStech,"[36.04802487, 24.87957563]","[36.04802452, 24.87957678]"
4,2014-01-10 12:27:23,2014-01-10 13:34:01,66.63333333333334,Katerina's Café,"[36.05444904, 24.89986513]","[36.05449236, 24.89995881]"
4,2014-01-10 13:37:23,2014-01-10 18:02:01,264.6333333333333,GAStech,"[36.04803272, 24.87956585]","[36.04802939, 24.8795666]"
4,2014-01-10 19:44:12,2014-01-10 19:48:01,3.816666666666667,Albert's Fine Clothing,"[36.07663919, 24.85761561]","[36.07662702, 24.85758499]"
4,2014-01-10 19:48:01,2014-01-10 20:11:01,23.0,Albert's Fine Clothing,"[36.07662702, 24.85758499]","[36.07663663, 24.85763723]"
4,2014-01-11 13:01:13,2014-01-11 13:48:01,46.8,Albert's Fine Clothing,"[36.07665079, 24.85756851]","[36.07668605, 24.85761407]"
4,2014-01-11 13:59:48,2014-01-11 16:11:01,131.21666666666667,Katerina's Café,"[36.05498739, 24.90176618]","[36.05492736, 24.90179209]"
4,2014-01-11 18:28:13,2014-01-11 19:27:01,58.8,Albert's Fine Clothing,"[36.07667301, 24.8576174]","[36.07662056, 24.85758889]"
4,2014-01-12 18:43:13,2014-01-12 20:46:01,122.8,Albert's Fine Clothing,"[36.07668417, 24.85760168]","[36.07664726, 24.85762614]"
